job_title,job_type,salary,job_skill,gaji_perbulan,clean_text,label
merchandiser/ buyer foodline softline hardline,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",merchandiser/ buyer foodline softline hardline communication,procurement
sales executive - decorative kota kinabalu,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",sales executive - decorative kota kinabalu communication,sales
social media specialist,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",social media specialist communication,digital_marketing
digital marketing executive,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",digital marketing executive excel,digital_marketing
retail management trainee aeon nationwide store operations june 2024 intake,Internship,"USD 18,000 - 24,000 / YEARLY",excel,"1,500 - 2,000",retail management trainee aeon nationwide store operations june 2024 intake excel,internship
my - marketing communications intern,Internship,"USD 18,000 - 24,000 / YEARLY",excel,"1,500 - 2,000",my - marketing communications intern excel,internship
event assistant marketing manager,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",event assistant marketing manager communication,digital_marketing
erp executive microsoft dynamic / 365 fo,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",erp executive microsoft dynamic / 365 fo communication,administration
senior qc halal executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",senior qc halal executive communication,administration
librarian balik pulau,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",librarian balik pulau communication,administration
internship for marketing business students,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",internship for marketing business students communication,internship
contract executive,Contract,"USD 45,000 - 90,750 / YEARLY",communication,"3,750 - 7,562",contract executive communication,administration
officer client incident management,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",officer client incident management excel,administration
retail pharmacist klang,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",retail pharmacist klang excel,administration
customer service executive cantonese speaking,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",customer service executive cantonese speaking excel,customer_service
operations administrative assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",operations administrative assistant communication,administration
executive - supply chain management fresh graduates,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",executive - supply chain management fresh graduates communication,procurement
senior purchasing executive,Full-time,"USD 45,000 - 82,500 / YEARLY",sql,"3,750 - 6,875",senior purchasing executive sql,procurement
senior executive - integrity governance unit,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",senior executive - integrity governance unit communication,administration
field service engineer selangor/kl,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",field service engineer selangor/kl communication,technical_support
business manager johor bharu,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",business manager johor bharu excel,management
sales ambassador,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",sales ambassador excel,sales
finance executive/ senior finance executive,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",finance executive/ senior finance executive excel,finance_accounting
engineer - warehouse project planning control spare parts division,Contract,"USD 70,000 - 115,500 / YEARLY",excel,"5,833 - 9,625",engineer - warehouse project planning control spare parts division excel,procurement
executive trademark,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",executive trademark communication,administration
internship for business / marketing,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",internship for business / marketing communication,internship
social media executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",social media executive communication,digital_marketing
internship- e-commerce/ marketing,Internship,"USD 18,000 - 24,000 / YEARLY",data analysis,"1,500 - 2,000",internship- e-commerce/ marketing data analysis,internship
operations manager / general manager,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",operations manager / general manager excel,management
marketing business support executive,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",marketing business support executive communication,customer_service
retail executive,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",retail executive communication,administration
ap/ibdp executive,Full-time,"USD 45,000 - 82,500 / YEARLY",data analysis,"3,750 - 6,875",ap/ibdp executive data analysis,administration
assistant manager digital marketing,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",assistant manager digital marketing communication,digital_marketing
product r d assistant food industry,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",product r d assistant food industry communication,administration
conveyancing clerk,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",conveyancing clerk excel,administration
logistics officer,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",logistics officer communication,procurement
executive business development customer service ipoh,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",executive business development customer service ipoh excel,sales
customer services social media,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",customer services social media excel,digital_marketing
information technology secondary teacher,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",information technology secondary teacher communication,administration
junior executive telemarketing,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",junior executive telemarketing communication,digital_marketing
assitant biomedical technical support executive,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",assitant biomedical technical support executive communication,technical_support
game community service executive,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",game community service executive excel,customer_service
crewing / manning officer,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",crewing / manning officer excel,administration
product development executive,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",product development executive excel,administration
site safety supervisor months contract,Contract,"USD 70,000 - 115,500 / YEARLY",excel,"5,833 - 9,625",site safety supervisor months contract excel,administration
corporate and legal officer,Full-time,"USD 45,000 - 82,500 / YEARLY",data analysis,"3,750 - 6,875",corporate and legal officer data analysis,administration
business consultants / customer service,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",business consultants / customer service communication,customer_service
qa executive baking ingredients supply,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",qa executive baking ingredients supply communication,administration
r d executive cakes,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",r d executive cakes communication,administration
retail sales advisor/assistant,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",retail sales advisor/assistant communication,sales
project architect,Contract,"USD 70,000 - 115,500 / YEARLY",excel,"5,833 - 9,625",project architect excel,administration
senior executive customer service,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",senior executive customer service communication,customer_service
executive merchant management-e-commerce,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",executive merchant management-e-commerce excel,administration
assistant manager - operations improvement,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",assistant manager - operations improvement excel,management
e-commerce manager,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",e-commerce manager excel,management
assistant manager product strategy,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",assistant manager product strategy communication,management
communication executive ipoh,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",communication executive ipoh excel,administration
sales and marketing internship,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",sales and marketing internship communication,internship
special officer to director,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",special officer to director excel,administration
executive field technical operations service,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",executive field technical operations service excel,customer_service
qa executive,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",qa executive excel,administration
sales manager -food ingredients,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",sales manager -food ingredients communication,sales
content specialist mandarin speaker,Full-time,"USD 45,000 - 70,000 / YEARLY",communication,"3,750 - 5,833",content specialist mandarin speaker communication,administration
assistant quantity surveyor,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",assistant quantity surveyor communication,administration
art teacher,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",art teacher communication,administration
graduate architect,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",graduate architect excel,administration
junior executive sea freight dept,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",junior executive sea freight dept excel,administration
assistant store manager setia city,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",assistant store manager setia city excel,management
internship for business marketing students johor bahru,Internship,"USD 18,000 - 24,000 / YEARLY",excel,"1,500 - 2,000",internship for business marketing students johor bahru excel,internship
warehouse packer,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",warehouse packer communication,procurement
asset customer support specialist immediate availability,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",asset customer support specialist immediate availability excel,customer_service
sales event executive,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",sales event executive excel,sales
live stream tiktok moderator operation,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",live stream tiktok moderator operation excel,administration
intern logistic,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",intern logistic communication,internship
eksekutif kredit susulan,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",eksekutif kredit susulan communication,administration
property officer - vp team,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",property officer - vp team communication,administration
social media strategist marketing associate,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",social media strategist marketing associate excel,digital_marketing
executive strategic planning service,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",executive strategic planning service excel,customer_service
senior 3d animator,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",senior 3d animator excel,administration
senior financial analyst inventory management experience highly advantageous,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",senior financial analyst inventory management experience highly advantageous excel,finance_accounting
assistant host,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",assistant host communication,administration
f b manager cafe and bakery,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",f b manager cafe and bakery excel,management
sales engineer/ senior sales engineer with commission,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",sales engineer/ senior sales engineer with commission excel,sales
process engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",process engineer communication,technical_support
content specialist,Full-time,"USD 45,000 - 70,000 / YEARLY",communication,"3,750 - 5,833",content specialist communication,administration
public relation and media buy executive,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",public relation and media buy executive excel,administration
retail associate,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",retail associate excel,administration
project strategist,Contract,"USD 45,000 - 90,750 / YEARLY",communication,"3,750 - 7,562",project strategist communication,administration
unit trust consultant part/full time,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",unit trust consultant part/full time communication,administration
retail operations manager fashion retail,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",retail operations manager fashion retail excel,management
internship business digital marketing e-commerce,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",internship business digital marketing e-commerce communication,internship
restaurant manager - fine dining,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",restaurant manager - fine dining excel,management
senior manager operation - vietnam,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",senior manager operation - vietnam communication,management
quality manager ems,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",quality manager ems communication,management
regulatory affairs and quality control senior executive,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",regulatory affairs and quality control senior executive communication,software_dev
executive project,Contract,"USD 45,000 - 90,750 / YEARLY",excel,"3,750 - 7,562",executive project excel,administration
warehouse executive,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",warehouse executive excel,procurement
production executive compound,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",production executive compound excel,administration
chiropractor high pay opportunity to go sg for training,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",chiropractor high pay opportunity to go sg for training communication,hr_recruitment
assistant store manager ioi putrajaya,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",assistant store manager ioi putrajaya communication,management
shipping officer,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",shipping officer communication,administration
senior supply chain management executive,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",senior supply chain management executive excel,procurement
content creator,Full-time,"USD 45,000 - 70,000 / YEARLY",excel,"3,750 - 5,833",content creator excel,digital_marketing
junior senior logistics executive import export,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",junior senior logistics executive import export communication,procurement
product assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",product assistant excel,administration
valuation assistant manager/ manager,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",valuation assistant manager/ manager excel,management
mechanical engineer eir,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",mechanical engineer eir excel,technical_support
executive area manager service,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",executive area manager service communication,customer_service
daycare teacher,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",daycare teacher communication,administration
workforce management / real time analyst rta urgent hiring,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",workforce management / real time analyst rta urgent hiring communication,data_analyst_bi
sales marketing executive seelong malaysia,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",sales marketing executive seelong malaysia communication,sales
operations manager,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",operations manager excel,management
assistant teacher,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",assistant teacher excel,administration
assistant manager / manager maintenance,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",assistant manager / manager maintenance communication,management
shop assitant,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",shop assitant communication,administration
d artist,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",d artist excel,administration
provisionally registered pharmacist prp,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",provisionally registered pharmacist prp communication,administration
activation junior manager / senior executive,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",activation junior manager / senior executive communication,management
assistant estate manager - palm oil,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",assistant estate manager - palm oil communication,management
head of product specialist - kelantan,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",head of product specialist - kelantan excel,management
jewelry sales advisor,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",jewelry sales advisor communication,sales
franchise management /,Full-time,"USD 45,000 - 82,500 / YEARLY",data analysis,"3,750 - 6,875",franchise management / data analysis,administration
social media digital marketing executive,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",social media digital marketing executive excel,digital_marketing
online teacher / tutor,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",online teacher / tutor communication,administration
kindergarten teacher,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",kindergarten teacher communication,administration
claims system specialist am,Full-time,"USD 60,000 - 90,000 / YEARLY",excel data analysis,"5,000 - 7,500",claims system specialist am excel data analysis,administration
digital event marketing intern,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",digital event marketing intern communication,internship
document control executive,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",document control executive excel,administration
hatchery executive cum marketing,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",hatchery executive cum marketing communication,digital_marketing
qa/qc technician,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",qa/qc technician communication,administration
marketing cum admin,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",marketing cum admin communication,digital_marketing
advertisement promotion a p intern,Internship,"USD 18,000 - 24,000 / YEARLY",excel,"1,500 - 2,000",advertisement promotion a p intern excel,digital_marketing
aesthetic therapists / beauticians,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",aesthetic therapists / beauticians excel,backend_dev
client relationship manager / executive,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",client relationship manager / executive excel,sales
company/corporate secretary,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",company/corporate secretary communication,administration
host live,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",host live communication,administration
logistic warehouse supervisor,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",logistic warehouse supervisor communication,procurement
executive - logistics,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",executive - logistics excel,procurement
internship for graphic design,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",internship for graphic design communication,internship
quality assurance analyst call centre,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",quality assurance analyst call centre communication,software_dev
marketing assistant digital marketing,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",marketing assistant digital marketing excel,digital_marketing
marketing executive ecommerce,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",marketing executive ecommerce communication,digital_marketing
specialist device management contract,Contract,"USD 45,000 - 90,750 / YEARLY",excel,"3,750 - 7,562",specialist device management contract excel,administration
motion graphics designer,Full-time,"USD 45,000 - 70,000 / YEARLY",communication,"3,750 - 5,833",motion graphics designer communication,design_uiux
qa executive,Full-time,"USD 45,000 - 82,500 / YEARLY",data analysis react,"3,750 - 6,875",qa executive data analysis react,frontend_dev
supervisor - quality control packing production,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",supervisor - quality control packing production communication,software_dev
customer service specialist,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",customer service specialist communication,customer_service
production coordinator,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",production coordinator excel,administration
senior operations executive,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",senior operations executive excel,administration
product executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",product executive communication,administration
zone head,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",zone head communication,administration
customer service executive - high offer - shifts - freshie welcome-p6,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",customer service executive - high offer - shifts - freshie welcome-p6 excel,customer_service
production engineer/executive,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",production engineer/executive excel,technical_support
behavioral therapist,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",behavioral therapist excel,backend_dev
production supervisor/ trainer,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",production supervisor/ trainer excel,administration
technical customer service - drone industry april intake - midnight shift,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",technical customer service - drone industry april intake - midnight shift excel,customer_service
sales business development officer - east coast,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",sales business development officer - east coast communication,sales
virologist,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",virologist excel,administration
executive quality,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",executive quality communication,administration
call centre executive fresh grad welcomed up to 4.5k p9,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",call centre executive fresh grad welcomed up to 4.5k p9 communication,administration
building executive,Full-time,"USD 45,000 - 70,000 / YEARLY",communication,"3,750 - 5,833",building executive communication,administration
assistant planning manager,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",assistant planning manager communication,management
business development representative,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",business development representative communication,sales
broadcast director,Full-time,"USD 45,000 - 82,500 / YEARLY",data analysis,"3,750 - 6,875",broadcast director data analysis,administration
senior/junior air cond technician,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",senior/junior air cond technician communication,administration
luxury goods valuer,Full-time,"USD 45,000 - 70,000 / YEARLY",excel,"3,750 - 5,833",luxury goods valuer excel,administration
executive logistics warehouse,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",executive logistics warehouse communication,procurement
outlet supervisor,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",outlet supervisor communication,administration
leasing admin executive,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",leasing admin executive excel,administration
customer service office,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",customer service office excel,customer_service
executive events protocol,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",executive events protocol excel,administration
marketing executive puchong,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",marketing executive puchong communication,digital_marketing
marketing customer service officer,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",marketing customer service officer communication,customer_service
insurance agent - freelance,Part-time,"USD 22,500 - 49,500 / YEARLY",communication,"1,875 - 4,125",insurance agent - freelance communication,administration
assistant manager quality assurance,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",assistant manager quality assurance communication,software_dev
internship multimedia graphic design,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",internship multimedia graphic design communication,internship
customer service executive mandarin cantonese,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",customer service executive mandarin cantonese communication,customer_service
project manager - moulding,Contract,"USD 75,000 - 110,000 / YEARLY",communication,"6,250 - 9,167",project manager - moulding communication,management
senior executive operations support labuan,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",senior executive operations support labuan communication,customer_service
interior designer / internship,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",interior designer / internship communication,internship
business development sales executive,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",business development sales executive excel,sales
cultural orientation trainer,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",cultural orientation trainer excel,administration
sales management trainee kuching,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",sales management trainee kuching communication,sales
executive merchandising fresh graduates,Full-time,"USD 45,000 - 82,500 / YEARLY",excel data analysis,"3,750 - 6,875",executive merchandising fresh graduates excel data analysis,administration
customer service specialist,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",customer service specialist excel,customer_service
teacher,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",teacher communication,administration
project management executive iis apac,Contract,"USD 45,000 - 90,750 / YEARLY",communication,"3,750 - 7,562",project management executive iis apac communication,administration
marketing sales representative based in sabah,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",marketing sales representative based in sabah communication,sales
tray management assisstant,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",tray management assisstant communication,administration
graphic designer,Full-time,"USD 45,000 - 70,000 / YEARLY",excel,"3,750 - 5,833",graphic designer excel,design_uiux
legal executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",legal executive communication,administration
photographer / photo retoucher / multimedia creator,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",photographer / photo retoucher / multimedia creator excel,administration
digital marketing cum graphic designer,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",digital marketing cum graphic designer communication,digital_marketing
customer service associate,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",customer service associate excel,customer_service
sales assistant premium retail,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",sales assistant premium retail excel,sales
sales executive-automotive lubricant and battery,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",sales executive-automotive lubricant and battery communication,sales
architects,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",architects communication,administration
business editor english,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",business editor english communication,administration
executive business development,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",executive business development excel,sales
host,Full-time,"USD 45,000 - 82,500 / YEARLY",excel data analysis,"3,750 - 6,875",host excel data analysis,administration
early childhood teacher,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",early childhood teacher excel,administration
urgent hiring - marketing executive kl/selangor salary up to 4k p11,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",urgent hiring - marketing executive kl/selangor salary up to 4k p11 excel,digital_marketing
fashion merchandiser,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",fashion merchandiser excel,administration
junior legal executive,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",junior legal executive excel,administration
executive distribution,Full-time,"USD 45,000 - 82,500 / YEARLY",excel data analysis,"3,750 - 6,875",executive distribution excel data analysis,administration
analytical chemist chemistry only,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",analytical chemist chemistry only communication,administration
legal clerk conveyancing/litigation,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",legal clerk conveyancing/litigation communication,administration
retail sales associate full time,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",retail sales associate full time communication,sales
sales associate - utama,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",sales associate - utama excel,sales
executive business development customer service kuantan,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",executive business development customer service kuantan communication,sales
retail expert contract - central eastern northern southern sabah sarawak,Contract,"USD 60,000 - 99,000 / YEARLY",excel,"5,000 - 8,250",retail expert contract - central eastern northern southern sabah sarawak excel,administration
lab executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",lab executive communication,administration
sports club executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",sports club executive communication,administration
